,sentiment,review_body,review_tidy,tokens
9435,1,I am having a blast with my BDay gift from my mom.,blast BDay gift,"['blast', 'bday', 'gift']"
2008,1,easy to use and view,easy view,"['easy', 'view']"
25940,1,Love it,Love,['love']
25314,1,"It is OK.  Major bummer is the llimitation on the apps.  You cannot access the Google Play Store and that is a disabling limitation on the usefullness of this tablet.  I won it so I really can't complain all that much.  It does work and that's about the best thing to say.<br /><br />Other than that, 8Gigs is not enough to do anything productive except read books, and since Kindle does not have an SD card slot, the handicap is greater than that of competitor.<br /><br />If I buy a tablet, it will be the HP Stream 7 since it is not crippled in any way.  It's about the same price but with a TON of enhancements and capabilities the Fire will never do.",Major bummer llimitation apps cannot access Google Play Store disabling limitation usefullness tablet really complain much work best thing Other Gigs enough anything productive except read books since Kindle card slot handicap greater competitor tablet Stream since crippled price enhancements capabilities Fire never,"['major', 'bummer', 'llimitation', 'app', 'can', 'not', 'access', 'google', 'play', 'store', 'disable', 'limitation', 'usefullness', 'tablet', 'really', 'complain', 'much', 'work', 'good', 'thing', 'other', 'gigs', 'enough', 'anything', 'productive', 'except', 'read', 'book', 'since', 'kindle', 'card', 'slot', 'handicap', 'great', 'competitor', 'tablet', 'stream', 'since', 'crippled', 'price', 'enhancement', 'capability', 'fire', 'never']"
25828,1,Its works wonderful! I love it!,works wonderful love,"['work', 'wonderful', 'love']"
24217,1,Good and easy to use,Good easy,"['good', 'easy']"
181,1,Works grat for me!,Works grat,"['work', 'grat']"
15742,1,Grandson loves it,Grandson loves,"['grandson', 'love']"
7945,1,This is a perfect device. I am hoping for a more durable case for this newest model.,This perfect device hoping durable case newest model,"['this', 'perfect', 'device', 'hope', 'durable', 'case', 'new', 'model']"
13862,1,GOOD,GOOD,['good']
4140,1,"This is our 3rd Kindle Fire for this house.  It is a great tablet alternative for the kids because they also have access to the Kindle Library as well as Kindle Free Time where you can set limits on how much time you allow for each type of activity.  Also, with the parental controls you can link the device to your account but require a password before purchases are authorized so no sneaky downloads!",This Kindle Fire house great tablet alternative kids also access Kindle Library well Kindle Free Time limits much time allow type activity Also parental controls link device account require password purchases authorized sneaky downloads,"['this', 'kindle', 'fire', 'house', 'great', 'tablet', 'alternative', 'kid', 'also', 'access', 'kindle', 'library', 'well', 'kindle', 'free', 'time', 'limit', 'much', 'time', 'allow', 'type', 'activity', 'also', 'parental', 'control', 'link', 'device', 'account', 'require', 'password', 'purchase', 'authorize', 'sneaky', 'download']"
26547,1,The best part is now I can read in the dark without any sort of lamp on.  I also like that I can switch the view to a black screen with white letters--which is perfect for airplane trips at night and I can read without a huge glow coming from my e-reader.,best part read dark without sort lamp also like switch view black screen white letters perfect airplane trips night read without huge glow coming reader,"['good', 'part', 'read', 'dark', 'without', 'sort', 'lamp', 'also', 'like', 'switch', 'view', 'black', 'screen', 'white', 'letter', 'perfect', 'airplane', 'trip', 'night', 'read', 'without', 'huge', 'glow', 'come', 'reader']"
19342,1,My husband loves it great Christmas gift.,husband loves great Christmas gift,"['husband', 'love', 'great', 'christmas', 'gift']"
927,1,Love the &#34;camera&#34; feature. Takes video and pictures among all of the other wonderful things that a kindle fire can do. Love that it now comes in white too!,Love camera feature Takes video pictures among wonderful things kindle fire Love comes white,"['love', 'camera', 'feature', 'take', 'video', 'picture', 'among', 'wonderful', 'thing', 'kindle', 'fire', 'love', 'come', 'white']"
25114,1,It was very simple to set everything up and simple to use. I highly recommend it.,simple everything simple highly recommend,"['simple', 'everything', 'simple', 'highly', 'recommend']"
4875,1,This is my first tablet purchase and I am extremely happy with the quality of it.,This first tablet purchase extremely happy quality,"['this', 'first', 'tablet', 'purchase', 'extremely', 'happy', 'quality']"
25013,1,Works great. I haven't played with it enough to use all the functions but I like it so far.,Works great played enough functions like,"['work', 'great', 'play', 'enough', 'function', 'like']"
25471,1,"So easy to use.  I have had a Nook for about 3 years and this so easy to get use to.  Also, the service I received was over the top.",easy Nook years easy Also service received,"['easy', 'nook', 'year', 'easy', 'also', 'service', 'receive']"
17970,1,Do you have to have internet to use this tablet.,internet tablet,"['internet', 'tablet']"
2391,1,Nice present for my 6 yearold,Nice present yearold,"['nice', 'present', 'yearold']"
11958,1,"This is just so New yet I shouldn't be reviewing it yet but so far so good. I really like being able to access my e-mails and being able get on the internet for surfing there. I do like the intuitive spelling with the keyboard, a great feature! I send a lot of e-mails, like most people. I would say the best part is the ease of use. So it gives me a shorter time for learning how to get around on it",This reviewing good really like able access mails able internet surfing like intuitive spelling keyboard great feature send mails like people would best part ease gives shorter time learning around,"['this', 'review', 'good', 'really', 'like', 'able', 'access', 'mail', 'able', 'internet', 'surfing', 'like', 'intuitive', 'spelling', 'keyboard', 'great', 'feature', 'send', 'mail', 'like', 'people', 'would', 'good', 'part', 'ease', 'give', 'short', 'time', 'learn', 'around']"
502,1,"Still learning how to use it. Easy to navigate, however, sometimes you inadvertently hit the wrong area which changes what you were doing or looking at. When starting the free games a pop up often appears wanting to take you to an app either for free or for purchase of new game. Some free card games run out of coins and you get the offer to purchase additional coins, not what I had in mind for the free card games. It does offer a beautiful display and ease for reading your e-mail and checking Facebook.",Still learning Easy navigate however sometimes inadvertently wrong area changes looking When starting free games often appears wanting take either free purchase game Some free card games coins offer purchase additional coins mind free card games offer beautiful display ease reading mail checking Facebook,"['still', 'learn', 'easy', 'navigate', 'however', 'sometimes', 'inadvertently', 'wrong', 'area', 'change', 'look', 'when', 'start', 'free', 'game', 'often', 'appear', 'want', 'take', 'either', 'free', 'purchase', 'game', 'some', 'free', 'card', 'game', 'coin', 'offer', 'purchase', 'additional', 'coin', 'mind', 'free', 'card', 'game', 'offer', 'beautiful', 'display', 'ease', 'read', 'mail', 'check', 'facebook']"
21141,1,"my kids love it, this product makes me proud of purchasing only in amazon, simple to use, to handle, looks nice, good screen, real HD display, this is my first tablet and my kids too, I bought three, and highly recommend it to anyone who wants the best and concious price.",kids love product makes proud purchasing amazon simple handle looks nice good screen real display first tablet kids bought three highly recommend anyone wants best concious price,"['kid', 'love', 'product', 'make', 'proud', 'purchasing', 'amazon', 'simple', 'handle', 'look', 'nice', 'good', 'screen', 'real', 'display', 'first', 'tablet', 'kid', 'buy', 'three', 'highly', 'recommend', 'anyone', 'want', 'good', 'concious', 'price']"
194,1,Good reading device and easy to use,Good reading device easy,"['good', 'reading', 'device', 'easy']"
6844,1,Way faster than I expected and very versatile!  Exactly what I was looking for!,faster expected versatile Exactly looking,"['fast', 'expect', 'versatile', 'exactly', 'look']"
16163,1,👍,,['nan']
2477,1,Easy to use,Easy,['easy']
13093,1,"Love it; what an improvement over my old kindle.  Love the magenta color. I bought one first at BestBuy and returned it because their selection of colors was only BLACK, how boring! Thanks Amazon.",Love improvement kindle Love magenta color bought first BestBuy returned selection colors BLACK boring Thanks Amazon,"['love', 'improvement', 'kindle', 'love', 'magenta', 'color', 'buy', 'first', 'bestbuy', 'return', 'selection', 'color', 'black', 'boring', 'thanks', 'amazon']"
2857,1,"I dont know why people are posting negative reviews if they werent able to get the product and test it out. I have one and i use it more than my ipad. The picture and sound quality are great. I use it to watch movies, tv shows, read books, listen to music, search the internet. During the special Prime day i bought one for my parents. Im excited to get it so i can set it up for them. :)",dont know people posting negative reviews werent able product test ipad picture sound quality great watch movies shows read books listen music search internet During special Prime bought parents excited,"['do', 'not', 'know', 'people', 'post', 'negative', 'review', 'be', 'not', 'able', 'product', 'test', 'ipad', 'picture', 'sound', 'quality', 'great', 'watch', 'movie', 'show', 'read', 'book', 'listen', 'music', 'search', 'internet', 'during', 'special', 'prime', 'buy', 'parent', 'excite']"
29719,1,"got this as a christmas gift for my 9 year old son.  got it 6 weeks early so i could figure it out for him and have had fun downloading things for him and trying out the games.  i have a plain old kindle which i love for the long battery life and huge capacity to keep books at my fingertips, but this versatile tablet has everything he needs to read, play, help with homework and watch you tube train clips, all in a fast format and with cloud storage.  good choice for him and great price for me....and i know amazon support will help me out if i mhave any problems.",christmas gift year weeks early could figure downloading things trying games plain kindle love long battery life huge capacity keep books fingertips versatile tablet everything needs read play help homework watch tube train clips fast format cloud storage good choice great price know amazon support help mhave problems,"['christmas', 'gift', 'year', 'week', 'early', 'could', 'figure', 'download', 'thing', 'try', 'game', 'plain', 'kindle', 'love', 'long', 'battery', 'life', 'huge', 'capacity', 'keep', 'book', 'fingertip', 'versatile', 'tablet', 'everything', 'need', 'read', 'play', 'help', 'homework', 'watch', 'tube', 'train', 'clip', 'fast', 'format', 'cloud', 'storage', 'good', 'choice', 'great', 'price', 'know', 'amazon', 'support', 'help', 'mhave', 'problem']"
